
---------- Begin Simulation Statistics ----------
simSeconds                                   0.076642                       # Number of seconds simulated (Second)
simTicks                                  76641962500                       # Number of ticks simulated (Tick)
finalTick                                 76817387000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    876.62                       # Real time elapsed on the host (Second)
hostTickRate                                 87428496                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     920960                       # Number of bytes of host memory used (Byte)
simInsts                                    169334445                       # Number of instructions simulated (Count)
simOps                                      258654408                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   193166                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     295057                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        153283925                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       379739331                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       25                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      345479402                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  13446                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            121257268                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         191137848                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  15                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           152555859                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.264609                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.824039                       # Number of insts issued each cycle (Count)
system.cpu.dcache.tags.tagsInUse                   64                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs             94355316                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs             211521                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs             446.080134                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick             8804000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data           64                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data            1                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total               1                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           33                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1           17                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::2           14                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses          189916903                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses         189916903                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  76817387000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                 23566588                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles              50810259                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                  49877004                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles              24822310                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                3479698                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved             16828542                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                   841                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts              414664150                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts                  2911                       # Number of squashed instructions handled by decode (Count)
system.cpu.fetch.icacheStallCycles           35460443                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu.fetch.insts                      328502430                       # Number of instructions fetch has processed (Count)
system.cpu.fetch.branches                    33878829                       # Number of branches that fetch encountered (Count)
system.cpu.fetch.predictedBranches           22398920                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                     113613396                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                 6961074                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  181                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles          1255                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles           47                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                  33288890                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                711813                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples          152555859                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              3.238255                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             2.676276                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                 47541347     31.16%     31.16% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                 11529489      7.56%     38.72% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                  9630223      6.31%     45.03% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                  9990310      6.55%     51.58% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                  1299186      0.85%     52.43% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                  7334623      4.81%     57.24% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                 65230681     42.76%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                6                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total            152555859                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.branchRate                  0.221020                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetch.rate                        2.143098                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.icache.demandHits::cpu.inst       33266984                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total          33266984                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst      33266984                       # number of overall hits (Count)
system.cpu.icache.overallHits::total         33266984                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst        21906                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total           21906                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst        21906                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total          21906                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst    768927499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total    768927499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst    768927499                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total    768927499                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst     33288890                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total      33288890                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst     33288890                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total     33288890                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000658                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000658                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000658                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000658                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 35101.227928                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 35101.227928                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 35101.227928                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 35101.227928                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs         1163                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            8                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs     145.375000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst          973                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           973                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          973                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          973                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst        20933                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total        20933                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst        20933                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total        20933                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst    704571500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total    704571500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst    704571500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    704571500                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000629                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000629                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000629                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000629                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 33658.410166                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 33658.410166                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 33658.410166                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 33658.410166                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                  20931                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst     33266984                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total        33266984                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst        21906                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total         21906                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    768927499                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    768927499                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst     33288890                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total     33288890                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000658                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000658                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 35101.227928                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 35101.227928                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          973                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          973                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst        20933                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total        20933                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    704571500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    704571500                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000629                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000629                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 33658.410166                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 33658.410166                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  76817387000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse            63.998921                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs             29360762                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs              20933                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs            1402.606506                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick            11137500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst    63.998921                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999983                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999983                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           38                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2            7                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4           19                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           66598713                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          66598713                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  76817387000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                   3479698                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   13364703                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                     4895                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts              379739356                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                25176                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                122410477                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                27809128                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                    15                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                      1849                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                      406                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           3725                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect        1971555                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      1736269                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              3707824                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit                334729805                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount               332226597                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 275286992                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                 331626631                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.167394                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.830111                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           8000                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                    36113732                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                42627523                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses               350269                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation                3725                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                8456096                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                  297                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                    310                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples           79782952                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              2.978727                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             1.940871                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9               79414586     99.54%     99.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19               110823      0.14%     99.68% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29               245173      0.31%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39                 1158      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                  366      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                 1844      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                 2616      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79                 2540      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89                   53      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99                  196      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109                170      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119                389      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129                520      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139               1788      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149                135      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159                 29      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169                178      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179                  8      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189                100      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199                125      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209                  9      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239                 94      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249                  2      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269                  3      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows               47      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              755                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total             79782952                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses               111613705                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                22876365                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                        43                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                        12                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  76817387000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                33289074                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       215                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  76817387000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON  76817387000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                3479698                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                 34664776                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                21064454                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles            166                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                  60819533                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles              32527232                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts              401192418                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents               4408612                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents               20709575                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                      8                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  42684                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           685980164                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  1349000099                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                499688554                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                     46664                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             440551910                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                245428245                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                       9                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                   9                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  97019365                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                        491973512                       # The number of ROB reads (Count)
system.cpu.rob.writes                       776265720                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                169239831                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  258482080                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   305                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp               185189                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty         211395                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              38275                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  1                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 1                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq               47265                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp              47265                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq          185189                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        62797                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       634565                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                   697362                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port      1339712                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port     26522176                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                  27861888                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                             17218                       # Total snoops (Count)
system.l2bus.snoopTraffic                      544448                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples              249673                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.028349                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.165968                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                    242595     97.17%     97.17% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                      7078      2.83%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                249673                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED  76817387000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy            435341500                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy            31497803                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy           317282998                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests          464907                       # Total number of requests made to the snoop filter. (Count)
